iotID,DateTime,Latitude,Longitude,StepDistance,AccelerometerMag,tripID
11080_SO60764_222,2008-01-21T19:34:08,-31.93708,115.87780,0.000,0.0,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:34:18,-31.93733,115.87765,0.031,7.3,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:34:28,-31.93738,115.87795,0.028,6.4,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:34:38,-31.93767,115.87816,0.038,9.1,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:34:48,-31.93737,115.87853,0.048,6.4,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:34:58,-31.93722,115.87885,0.035,3.9,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:35:08,-31.93731,115.87867,0.020,5.9,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:35:18,-31.93719,115.87906,0.039,3.5,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:35:28,-31.93694,115.87889,0.032,5.1,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:35:38,-31.93661,115.87912,0.043,1.4,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:35:48,-31.93673,115.87859,0.052,6.2,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:35:58,-31.93670,115.87813,0.044,1.1,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:36:08,-31.93641,115.87777,0.047,9.9,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:36:18,-31.93664,115.87739,0.044,2.3,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:36:28,-31.93640,115.87789,0.054,3.5,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:36:38,-31.93679,115.87805,0.046,4.5,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:36:48,-31.93677,115.87738,0.063,7.8,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:36:58,-31.93700,115.87785,0.050,3.7,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:37:08,-31.93683,115.87753,0.035,7.7,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:37:18,-31.93670,115.87797,0.044,3.2,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:37:28,-31.93709,115.87758,0.058,5.9,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:37:38,-31.93726,115.87784,0.032,3.9,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:37:48,-31.93672,115.87781,0.060,8.0,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:37:58,-31.93646,115.87818,0.045,2.3,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:38:08,-31.93670,115.87851,0.041,2.1,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:38:18,-31.93621,115.87844,0.055,9.9,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:38:28,-31.93595,115.87843,0.028,6.0,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:38:38,-31.93582,115.87871,0.030,1.0,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:38:48,-31.93614,115.87862,0.036,2.2,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:38:58,-31.93609,115.87908,0.045,2.2,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:39:08,-31.93612,115.87866,0.041,6.0,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:39:18,-31.93594,115.87868,0.020,6.8,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:39:28,-31.93616,115.87843,0.034,8.9,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:39:38,-31.93615,115.87893,0.047,0.5,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:39:48,-31.93644,115.87890,0.033,9.5,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:39:58,-31.93628,115.87859,0.034,4.9,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:40:08,-31.93673,115.87863,0.050,7.0,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:40:18,-31.93629,115.87853,0.050,0.7,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:40:28,-31.93621,115.87830,0.024,5.4,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:40:38,-31.93671,115.87822,0.056,8.8,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:40:48,-31.93669,115.87795,0.026,5.0,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:40:58,-31.93659,115.87843,0.047,0.6,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:41:08,-31.93634,115.87826,0.033,9.8,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:41:18,-31.93636,115.87803,0.022,4.2,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:41:28,-31.93635,115.87838,0.033,8.7,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:41:38,-31.93639,115.87795,0.041,4.0,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:41:48,-31.93607,115.87808,0.037,9.1,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:41:58,-31.93641,115.87815,0.038,7.4,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:42:08,-31.93670,115.87778,0.047,0.2,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:42:18,-31.93646,115.87822,0.049,6.7,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:42:28,-31.93617,115.87784,0.048,7.0,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:42:38,-31.93608,115.87745,0.038,8.9,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:42:48,-31.93595,115.87784,0.040,0.1,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:42:58,-31.93579,115.87810,0.030,5.0,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:43:08,-31.93583,115.87847,0.035,6.4,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:43:18,-31.93565,115.87880,0.038,9.4,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:43:28,-31.93587,115.87872,0.026,4.5,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:43:38,-31.93568,115.87837,0.039,6.8,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:43:48,-31.93603,115.87798,0.053,4.8,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:43:58,-31.93601,115.87827,0.027,0.0,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:44:08,-31.93609,115.87778,0.047,7.1,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:44:18,-31.93623,115.87747,0.033,9.3,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:44:28,-31.93647,115.87695,0.056,4.5,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:44:38,-31.93668,115.87667,0.035,1.3,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:44:48,-31.93708,115.87702,0.055,1.2,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:44:58,-31.93693,115.87715,0.020,3.2,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:45:08,-31.93709,115.87685,0.033,7.6,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:45:18,-31.93751,115.87695,0.048,9.9,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:45:28,-31.93731,115.87705,0.025,4.3,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:45:38,-31.93707,115.87733,0.037,3.5,23f7462a-b928-465d-9aeb-c695f558dd72
11080_SO60764_222,2008-01-21T19:45:48,-31.93712,115.87776,0.041,6.1,23f7462a-b928-465d-9aeb-c695f558dd72
