iotID,DateTime,Latitude,Longitude,StepDistance,AccelerometerMag,tripID
11013_SO74908_222,2008-08-09T12:14:01,44.55209,-122.90360,0.000,0.0,321f2d70-f293-44cc-9714-02de38658839
11013_SO74908_222,2008-08-13T06:28:46,44.54415,-122.89064,0.000,0.0,fbbb56ef-31ad-45b3-be0c-2a5ee4a01299
11013_SO74908_222,2008-08-14T15:31:50,44.55942,-122.89109,0.000,0.0,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:32:00,44.55915,-122.89135,0.036,8.3,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:32:10,44.55884,-122.89132,0.035,8.0,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:32:20,44.55907,-122.89120,0.028,1.6,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:32:30,44.55915,-122.89086,0.028,8.1,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:32:40,44.55905,-122.89121,0.030,0.3,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:32:50,44.55912,-122.89161,0.032,4.7,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:33:00,44.55923,-122.89204,0.037,7.2,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:33:10,44.55894,-122.89198,0.033,9.9,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:33:20,44.55876,-122.89236,0.036,1.8,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:33:30,44.55861,-122.89191,0.039,1.1,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:33:40,44.55855,-122.89154,0.030,7.9,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:33:50,44.55840,-122.89196,0.038,2.5,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:34:00,44.55824,-122.89154,0.038,2.3,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:34:10,44.55792,-122.89150,0.036,7.9,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:34:20,44.55776,-122.89177,0.028,9.9,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:34:30,44.55790,-122.89218,0.037,4.7,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:34:40,44.55766,-122.89198,0.032,6.9,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:34:50,44.55780,-122.89178,0.023,7.9,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:35:00,44.55784,-122.89134,0.035,5.3,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:35:10,44.55814,-122.89121,0.035,1.2,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:35:20,44.55848,-122.89121,0.038,6.3,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:35:30,44.55855,-122.89084,0.030,5.5,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:35:40,44.55867,-122.89113,0.027,0.2,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:35:50,44.55846,-122.89110,0.024,5.0,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:36:00,44.55824,-122.89136,0.032,5.4,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:36:10,44.55833,-122.89103,0.028,9.1,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-14T15:36:20,44.55862,-122.89115,0.034,4.3,6e67332a-4108-4c95-af38-611a0471bbe5
11013_SO74908_222,2008-08-18T13:59:36,44.55091,-122.88499,0.000,0.0,7b3fbf48-4d20-46ed-9ef5-7212aef7904e
11013_SO74908_222,2008-08-18T13:59:46,44.55124,-122.88533,0.046,3.5,7b3fbf48-4d20-46ed-9ef5-7212aef7904e
11013_SO74908_222,2008-08-18T13:59:56,44.55086,-122.88499,0.050,8.4,7b3fbf48-4d20-46ed-9ef5-7212aef7904e
11013_SO74908_222,2008-08-18T14:00:06,44.55115,-122.88455,0.048,2.4,7b3fbf48-4d20-46ed-9ef5-7212aef7904e
11013_SO74908_222,2008-08-18T14:00:16,44.55153,-122.88467,0.043,9.1,7b3fbf48-4d20-46ed-9ef5-7212aef7904e
11013_SO74908_222,2008-08-18T14:00:26,44.55115,-122.88451,0.044,0.9,7b3fbf48-4d20-46ed-9ef5-7212aef7904e
11013_SO74908_222,2008-08-18T14:00:36,44.55134,-122.88405,0.042,8.7,7b3fbf48-4d20-46ed-9ef5-7212aef7904e
11013_SO74908_222,2008-08-18T14:00:46,44.55179,-122.88407,0.050,7.6,7b3fbf48-4d20-46ed-9ef5-7212aef7904e
11013_SO74908_222,2008-08-18T14:00:56,44.55202,-122.88370,0.039,0.1,7b3fbf48-4d20-46ed-9ef5-7212aef7904e
11013_SO74908_222,2008-08-18T14:01:06,44.55165,-122.88369,0.042,7.1,7b3fbf48-4d20-46ed-9ef5-7212aef7904e
11013_SO74908_222,2008-08-18T14:01:16,44.55185,-122.88328,0.040,3.7,7b3fbf48-4d20-46ed-9ef5-7212aef7904e
11013_SO74908_222,2008-08-18T14:01:26,44.55210,-122.88376,0.048,6.3,7b3fbf48-4d20-46ed-9ef5-7212aef7904e
11013_SO74908_222,2008-08-18T14:01:36,44.55229,-122.88420,0.041,9.6,7b3fbf48-4d20-46ed-9ef5-7212aef7904e
11013_SO74908_222,2008-08-18T14:01:46,44.55267,-122.88427,0.042,4.4,7b3fbf48-4d20-46ed-9ef5-7212aef7904e
11013_SO74908_222,2008-08-18T14:01:56,44.55284,-122.88374,0.046,0.2,7b3fbf48-4d20-46ed-9ef5-7212aef7904e
11013_SO74908_222,2008-08-23T19:29:54,44.54328,-122.89833,0.000,0.0,59788126-86a0-4223-a578-edc110f7aa2b
11013_SO74908_222,2008-08-23T19:30:04,44.54338,-122.89781,0.043,7.4,59788126-86a0-4223-a578-edc110f7aa2b
11013_SO74908_222,2008-08-23T19:30:14,44.54359,-122.89825,0.042,9.6,59788126-86a0-4223-a578-edc110f7aa2b
11013_SO74908_222,2008-08-23T19:30:24,44.54377,-122.89786,0.037,5.5,59788126-86a0-4223-a578-edc110f7aa2b
11013_SO74908_222,2008-08-23T19:30:34,44.54371,-122.89739,0.038,6.0,59788126-86a0-4223-a578-edc110f7aa2b
11013_SO74908_222,2008-08-23T19:30:44,44.54396,-122.89737,0.028,8.0,59788126-86a0-4223-a578-edc110f7aa2b
11013_SO74908_222,2008-08-23T19:30:54,44.54359,-122.89711,0.045,9.9,59788126-86a0-4223-a578-edc110f7aa2b
11013_SO74908_222,2008-08-23T19:31:04,44.54355,-122.89668,0.035,3.2,59788126-86a0-4223-a578-edc110f7aa2b
11013_SO74908_222,2008-08-23T19:31:14,44.54363,-122.89714,0.038,1.8,59788126-86a0-4223-a578-edc110f7aa2b
11013_SO74908_222,2008-08-23T19:31:24,44.54337,-122.89699,0.032,3.0,59788126-86a0-4223-a578-edc110f7aa2b
11013_SO74908_222,2008-08-23T19:31:34,44.54303,-122.89725,0.043,4.9,59788126-86a0-4223-a578-edc110f7aa2b
11013_SO74908_222,2008-08-23T19:31:44,44.54305,-122.89672,0.042,6.7,59788126-86a0-4223-a578-edc110f7aa2b
11013_SO74908_222,2008-08-23T19:31:54,44.54304,-122.89718,0.036,3.0,59788126-86a0-4223-a578-edc110f7aa2b
11013_SO74908_222,2008-08-23T19:32:04,44.54279,-122.89690,0.035,0.8,59788126-86a0-4223-a578-edc110f7aa2b
11013_SO74908_222,2008-08-23T19:32:14,44.54317,-122.89691,0.042,1.8,59788126-86a0-4223-a578-edc110f7aa2b
11013_SO74908_222,2008-08-26T02:25:44,44.53700,-122.90517,0.000,0.0,c71c3cca-3d92-43c4-abd6-f7c2e61d4bf4
11013_SO74908_222,2008-08-26T02:25:54,44.53673,-122.90475,0.046,6.9,c71c3cca-3d92-43c4-abd6-f7c2e61d4bf4
11013_SO74908_222,2008-08-26T02:26:04,44.53639,-122.90476,0.037,7.2,c71c3cca-3d92-43c4-abd6-f7c2e61d4bf4
11013_SO74908_222,2008-08-26T02:26:14,44.53677,-122.90508,0.049,3.7,c71c3cca-3d92-43c4-abd6-f7c2e61d4bf4
11013_SO74908_222,2008-08-26T02:26:24,44.53638,-122.90533,0.047,4.6,c71c3cca-3d92-43c4-abd6-f7c2e61d4bf4
11013_SO74908_222,2008-08-26T02:26:34,44.53665,-122.90490,0.045,4.6,c71c3cca-3d92-43c4-abd6-f7c2e61d4bf4
11013_SO74908_222,2008-08-26T02:26:44,44.53688,-122.90520,0.034,2.8,c71c3cca-3d92-43c4-abd6-f7c2e61d4bf4
11013_SO74908_222,2008-08-26T02:26:54,44.53714,-122.90548,0.037,10.0,c71c3cca-3d92-43c4-abd6-f7c2e61d4bf4
11013_SO74908_222,2008-08-26T02:27:04,44.53730,-122.90498,0.044,8.3,c71c3cca-3d92-43c4-abd6-f7c2e61d4bf4
11013_SO74908_222,2008-08-26T02:27:14,44.53756,-122.90465,0.039,5.8,c71c3cca-3d92-43c4-abd6-f7c2e61d4bf4
11013_SO74908_222,2008-08-26T02:27:24,44.53784,-122.90508,0.047,6.4,c71c3cca-3d92-43c4-abd6-f7c2e61d4bf4
11013_SO74908_222,2008-08-26T02:27:34,44.53830,-122.90519,0.053,5.6,c71c3cca-3d92-43c4-abd6-f7c2e61d4bf4
11013_SO74908_222,2008-08-26T02:27:44,44.53866,-122.90508,0.040,1.4,c71c3cca-3d92-43c4-abd6-f7c2e61d4bf4
11013_SO74908_222,2008-08-26T02:27:54,44.53881,-122.90542,0.031,2.9,c71c3cca-3d92-43c4-abd6-f7c2e61d4bf4
11013_SO74908_222,2008-08-26T02:28:04,44.53912,-122.90520,0.039,9.7,c71c3cca-3d92-43c4-abd6-f7c2e61d4bf4
11013_SO74908_222,2008-08-26T02:28:14,44.53921,-122.90474,0.037,4.7,c71c3cca-3d92-43c4-abd6-f7c2e61d4bf4
11013_SO74908_222,2008-08-26T02:28:24,44.53894,-122.90441,0.040,6.9,c71c3cca-3d92-43c4-abd6-f7c2e61d4bf4
11013_SO74908_222,2008-08-26T02:28:34,44.53896,-122.90377,0.051,3.8,c71c3cca-3d92-43c4-abd6-f7c2e61d4bf4
11013_SO74908_222,2008-08-26T02:28:44,44.53886,-122.90426,0.041,2.0,c71c3cca-3d92-43c4-abd6-f7c2e61d4bf4
11013_SO74908_222,2008-08-26T02:28:54,44.53915,-122.90394,0.041,7.9,c71c3cca-3d92-43c4-abd6-f7c2e61d4bf4
11013_SO74908_222,2008-08-26T02:29:04,44.53897,-122.90350,0.041,7.6,c71c3cca-3d92-43c4-abd6-f7c2e61d4bf4
11013_SO74908_222,2008-08-26T02:29:14,44.53917,-122.90316,0.035,8.9,c71c3cca-3d92-43c4-abd6-f7c2e61d4bf4
11013_SO74908_222,2008-08-28T07:55:05,44.55339,-122.89080,0.000,0.0,d375b16d-3f51-4e2b-9913-eafa20f04ba0
11013_SO74908_222,2008-08-31T16:10:18,44.52493,-122.89416,0.000,0.0,ee72e435-e70d-49d7-94db-1fc3972216e9
11013_SO74908_222,2008-08-31T16:10:28,44.52467,-122.89442,0.036,0.9,ee72e435-e70d-49d7-94db-1fc3972216e9
11013_SO74908_222,2008-08-31T16:10:38,44.52446,-122.89407,0.036,3.2,ee72e435-e70d-49d7-94db-1fc3972216e9
11013_SO74908_222,2008-08-31T16:10:48,44.52473,-122.89424,0.033,6.6,ee72e435-e70d-49d7-94db-1fc3972216e9
11013_SO74908_222,2008-08-31T16:10:58,44.52476,-122.89462,0.030,7.0,ee72e435-e70d-49d7-94db-1fc3972216e9
11013_SO74908_222,2008-08-31T16:11:08,44.52512,-122.89488,0.045,4.4,ee72e435-e70d-49d7-94db-1fc3972216e9
11013_SO74908_222,2008-08-31T16:11:18,44.52504,-122.89530,0.034,4.8,ee72e435-e70d-49d7-94db-1fc3972216e9
11013_SO74908_222,2008-08-31T16:11:28,44.52533,-122.89520,0.034,1.8,ee72e435-e70d-49d7-94db-1fc3972216e9
11013_SO74908_222,2008-08-31T16:11:38,44.52565,-122.89540,0.038,0.4,ee72e435-e70d-49d7-94db-1fc3972216e9
11013_SO74908_222,2008-08-31T16:11:48,44.52587,-122.89502,0.040,5.6,ee72e435-e70d-49d7-94db-1fc3972216e9
11013_SO74908_222,2008-08-31T16:11:58,44.52616,-122.89474,0.039,1.2,ee72e435-e70d-49d7-94db-1fc3972216e9
11013_SO74908_222,2008-08-31T16:12:08,44.52604,-122.89427,0.040,2.4,ee72e435-e70d-49d7-94db-1fc3972216e9
11013_SO74908_222,2008-08-31T16:12:18,44.52615,-122.89470,0.036,3.0,ee72e435-e70d-49d7-94db-1fc3972216e9
11013_SO74908_222,2008-08-31T16:12:28,44.52583,-122.89438,0.043,4.7,ee72e435-e70d-49d7-94db-1fc3972216e9
11013_SO74908_222,2008-08-31T16:12:38,44.52584,-122.89389,0.039,1.7,ee72e435-e70d-49d7-94db-1fc3972216e9
11013_SO74908_222,2008-08-31T16:12:48,44.52590,-122.89444,0.044,6.2,ee72e435-e70d-49d7-94db-1fc3972216e9
11013_SO74908_222,2008-08-31T16:12:58,44.52622,-122.89428,0.038,4.1,ee72e435-e70d-49d7-94db-1fc3972216e9
11013_SO74908_222,2008-08-31T16:13:08,44.52651,-122.89442,0.035,8.3,ee72e435-e70d-49d7-94db-1fc3972216e9
11013_SO74908_222,2008-08-31T16:13:18,44.52614,-122.89443,0.041,5.8,ee72e435-e70d-49d7-94db-1fc3972216e9
11013_SO74908_222,2008-08-31T16:13:28,44.52635,-122.89466,0.030,7.9,ee72e435-e70d-49d7-94db-1fc3972216e9
11013_SO74908_222,2008-08-31T16:13:38,44.52673,-122.89474,0.043,6.0,ee72e435-e70d-49d7-94db-1fc3972216e9
11013_SO74908_222,2008-08-31T16:13:48,44.52708,-122.89466,0.039,7.8,ee72e435-e70d-49d7-94db-1fc3972216e9
11013_SO74908_222,2008-09-04T20:53:01,44.55112,-122.87943,0.000,0.0,172de847-aa2e-48ea-bfa3-4ba943bbcc9d
11013_SO74908_222,2008-09-04T20:53:11,44.55138,-122.87914,0.037,1.5,172de847-aa2e-48ea-bfa3-4ba943bbcc9d
11013_SO74908_222,2008-09-04T20:53:21,44.55158,-122.87960,0.043,0.8,172de847-aa2e-48ea-bfa3-4ba943bbcc9d
11013_SO74908_222,2008-09-04T20:53:31,44.55187,-122.87987,0.039,4.2,172de847-aa2e-48ea-bfa3-4ba943bbcc9d
11013_SO74908_222,2008-09-04T20:53:41,44.55227,-122.87991,0.044,0.9,172de847-aa2e-48ea-bfa3-4ba943bbcc9d
11013_SO74908_222,2008-09-06T07:34:17,44.54043,-122.90683,0.000,0.0,f102e890-3e27-420c-b0b5-426f0ab0badb
11013_SO74908_222,2008-09-06T07:34:27,44.54041,-122.90629,0.043,3.5,f102e890-3e27-420c-b0b5-426f0ab0badb
11013_SO74908_222,2008-09-06T07:34:37,44.54070,-122.90592,0.043,2.2,f102e890-3e27-420c-b0b5-426f0ab0badb
11013_SO74908_222,2008-09-06T07:34:47,44.54067,-122.90643,0.041,6.7,f102e890-3e27-420c-b0b5-426f0ab0badb
11013_SO74908_222,2008-09-06T07:34:57,44.54039,-122.90683,0.044,1.9,f102e890-3e27-420c-b0b5-426f0ab0badb
11013_SO74908_222,2008-09-06T07:35:07,44.54028,-122.90728,0.037,7.4,f102e890-3e27-420c-b0b5-426f0ab0badb
11013_SO74908_222,2008-09-06T07:35:17,44.54006,-122.90775,0.045,6.1,f102e890-3e27-420c-b0b5-426f0ab0badb
11013_SO74908_222,2008-09-06T07:35:27,44.54007,-122.90729,0.036,6.7,f102e890-3e27-420c-b0b5-426f0ab0badb
11013_SO74908_222,2008-09-06T07:35:37,44.54015,-122.90776,0.038,3.5,f102e890-3e27-420c-b0b5-426f0ab0badb
11013_SO74908_222,2008-09-06T07:35:47,44.54029,-122.90826,0.043,1.5,f102e890-3e27-420c-b0b5-426f0ab0badb
11013_SO74908_222,2008-09-06T07:35:57,44.54069,-122.90817,0.044,0.2,f102e890-3e27-420c-b0b5-426f0ab0badb
11013_SO74908_222,2008-09-06T07:36:07,44.54096,-122.90788,0.038,2.1,f102e890-3e27-420c-b0b5-426f0ab0badb
11013_SO74908_222,2008-09-06T07:36:17,44.54072,-122.90827,0.041,2.5,f102e890-3e27-420c-b0b5-426f0ab0badb
11013_SO74908_222,2008-09-06T07:36:27,44.54095,-122.90868,0.042,8.2,f102e890-3e27-420c-b0b5-426f0ab0badb
