iotID,DateTime,Latitude,Longitude,StepDistance,AccelerometerMag,tripID
11056_SO59194_222,2007-12-21T11:26:31,-25.28950,133.77609,0.000,0.0,f3a71ed6-c3f5-4c99-8297-a94aa10b0894
11056_SO59194_222,2007-12-21T11:26:41,-25.28974,133.77649,0.048,1.5,f3a71ed6-c3f5-4c99-8297-a94aa10b0894
11056_SO59194_222,2007-12-21T11:26:51,-25.28962,133.77597,0.054,1.9,f3a71ed6-c3f5-4c99-8297-a94aa10b0894
11056_SO59194_222,2007-12-21T11:27:01,-25.28963,133.77637,0.040,9.8,f3a71ed6-c3f5-4c99-8297-a94aa10b0894
11056_SO59194_222,2007-12-21T11:27:11,-25.28927,133.77602,0.053,1.9,f3a71ed6-c3f5-4c99-8297-a94aa10b0894
11056_SO59194_222,2007-12-21T11:27:21,-25.28947,133.77642,0.046,8.3,f3a71ed6-c3f5-4c99-8297-a94aa10b0894
11056_SO59194_222,2007-12-21T11:27:31,-25.28994,133.77659,0.054,9.0,f3a71ed6-c3f5-4c99-8297-a94aa10b0894
11056_SO59194_222,2007-12-21T11:27:41,-25.28958,133.77649,0.041,1.6,f3a71ed6-c3f5-4c99-8297-a94aa10b0894
11056_SO59194_222,2007-12-21T11:27:51,-25.28977,133.77614,0.041,0.2,f3a71ed6-c3f5-4c99-8297-a94aa10b0894
11056_SO59194_222,2007-12-21T11:28:01,-25.29012,133.77604,0.040,2.9,f3a71ed6-c3f5-4c99-8297-a94aa10b0894
11056_SO59194_222,2007-12-21T11:28:11,-25.28972,133.77580,0.050,3.5,f3a71ed6-c3f5-4c99-8297-a94aa10b0894
11056_SO59194_222,2008-01-02T20:34:50,-25.26204,133.76581,0.000,0.0,eadf0f01-88f6-4863-aa87-87bad0aa3c4c
11056_SO59194_222,2008-01-02T20:35:00,-25.26185,133.76617,0.042,5.9,eadf0f01-88f6-4863-aa87-87bad0aa3c4c
11056_SO59194_222,2008-01-02T20:35:10,-25.26226,133.76640,0.051,5.0,eadf0f01-88f6-4863-aa87-87bad0aa3c4c
11056_SO59194_222,2008-01-02T20:35:20,-25.26192,133.76667,0.046,2.8,eadf0f01-88f6-4863-aa87-87bad0aa3c4c
11056_SO59194_222,2008-01-02T20:35:30,-25.26144,133.76668,0.053,0.6,eadf0f01-88f6-4863-aa87-87bad0aa3c4c
11056_SO59194_222,2008-01-02T20:35:40,-25.26165,133.76630,0.045,1.8,eadf0f01-88f6-4863-aa87-87bad0aa3c4c
