iotID,DateTime,Latitude,Longitude,StepDistance,AccelerometerMag,tripID
11052_SO58766_222,2007-12-14T20:21:40,-33.96238,151.23141,0.000,0.0,601d6b0e-f1a9-449d-aa8f-df01a3304f4a
11052_SO58766_222,2007-12-14T20:21:50,-33.96237,151.23143,0.002,8.2,601d6b0e-f1a9-449d-aa8f-df01a3304f4a
11052_SO58766_222,2007-12-14T20:22:00,-33.96247,151.23141,0.011,2.1,601d6b0e-f1a9-449d-aa8f-df01a3304f4a
11052_SO58766_222,2007-12-14T20:22:10,-33.96243,151.23138,0.005,2.2,601d6b0e-f1a9-449d-aa8f-df01a3304f4a
11052_SO58766_222,2007-12-14T20:22:20,-33.96243,151.23142,0.004,5.7,601d6b0e-f1a9-449d-aa8f-df01a3304f4a
11052_SO58766_222,2007-12-14T20:22:30,-33.96245,151.23146,0.004,0.6,601d6b0e-f1a9-449d-aa8f-df01a3304f4a
11052_SO58766_222,2007-12-14T20:22:40,-33.96248,151.23133,0.013,1.8,601d6b0e-f1a9-449d-aa8f-df01a3304f4a
11052_SO58766_222,2007-12-14T20:22:50,-33.96240,151.23131,0.009,6.2,601d6b0e-f1a9-449d-aa8f-df01a3304f4a
11052_SO58766_222,2007-12-14T20:23:00,-33.96241,151.23130,0.001,5.8,601d6b0e-f1a9-449d-aa8f-df01a3304f4a
11052_SO58766_222,2007-12-14T20:23:10,-33.96240,151.23126,0.003,7.4,601d6b0e-f1a9-449d-aa8f-df01a3304f4a
11052_SO58766_222,2007-12-14T20:23:20,-33.96224,151.23125,0.018,4.0,601d6b0e-f1a9-449d-aa8f-df01a3304f4a
11052_SO58766_222,2007-12-14T20:23:30,-33.96226,151.23126,0.003,2.2,601d6b0e-f1a9-449d-aa8f-df01a3304f4a
11052_SO58766_222,2007-12-14T20:23:40,-33.96219,151.23138,0.013,5.9,601d6b0e-f1a9-449d-aa8f-df01a3304f4a
11052_SO58766_222,2007-12-14T20:23:50,-33.96212,151.23130,0.011,0.4,601d6b0e-f1a9-449d-aa8f-df01a3304f4a
11052_SO58766_222,2007-12-14T20:24:00,-33.96211,151.23131,0.001,2.4,601d6b0e-f1a9-449d-aa8f-df01a3304f4a
11052_SO58766_222,2007-12-14T20:24:10,-33.96209,151.23129,0.003,3.3,601d6b0e-f1a9-449d-aa8f-df01a3304f4a
11052_SO58766_222,2007-12-14T20:24:20,-33.96190,151.23118,0.023,5.9,601d6b0e-f1a9-449d-aa8f-df01a3304f4a
11052_SO58766_222,2007-12-14T20:24:30,-33.96191,151.23127,0.008,2.7,601d6b0e-f1a9-449d-aa8f-df01a3304f4a
11052_SO58766_222,2007-12-14T20:24:40,-33.96182,151.23125,0.009,2.0,601d6b0e-f1a9-449d-aa8f-df01a3304f4a
11052_SO58766_222,2007-12-14T20:24:50,-33.96178,151.23133,0.009,5.5,601d6b0e-f1a9-449d-aa8f-df01a3304f4a
11052_SO58766_222,2007-12-14T20:25:00,-33.96177,151.23143,0.009,8.4,601d6b0e-f1a9-449d-aa8f-df01a3304f4a
11052_SO58766_222,2007-12-14T20:25:10,-33.96171,151.23146,0.008,4.7,601d6b0e-f1a9-449d-aa8f-df01a3304f4a
